regimen_id,source_id
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
617,7
618,1
618,7
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,7
632,1
633,1
633,7
634,1
635,1
636,7
637,1
638,7
639,1
640,7
641,1
641,7
642,7
643,1
643,7
644,1
644,7
645,7
646,1
646,7
647,7
648,1
648,7
649,7
650,1
651,1
652,1
653,7
654,7
655,1
655,7
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,7
705,1
706,1
707,7
708,7
709,7
710,1
710,7
711,1
711,7
712,1
713,7
714,1
715,1
715,7
716,7
717,1
718,1
719,1
720,7
721,1
722,1
723,1
724,1
725,1
726,1
727,7
728,1
729,1
730,1
730,7
731,1
732,7
733,7
734,1
734,7
735,1
736,7
737,7
738,1
738,7
739,1
740,7
741,1
742,1
742,7
743,7
744,7
745,7
746,1
747,1
748,1
749,7
750,7
751,1
752,1
752,7
753,1
754,1
755,1
756,1
757,1
758,1
759,1
759,7
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,7
789,7
790,1
791,1
791,7
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,7
816,1
817,1
818,1
819,1
820,1
821,7
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,7
845,7
846,1
847,1
848,1
849,1
850,1
851,1
852,1
852,7
853,1
854,1
855,1
856,1
857,1
858,1
859,7
860,1
861,1
862,1
863,1
864,1
864,7
865,7
866,7
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,7
879,7
880,7
881,1
881,7
882,1
883,7
884,1
884,7
885,7
886,1
887,7
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,7
905,1
906,1
907,1
907,7
908,7
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,7
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
928,7
929,1
930,1
931,1
932,1
933,1
934,7
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
966,7
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,7
986,7
987,1
987,7
988,1
989,1
990,1
991,7
992,7
993,7
994,7
995,1
995,7
996,1
997,7
998,1
999,1
1000,7
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1012,7
1013,1
1014,1
1015,1
1016,7
1017,7
1018,7
1019,1
1020,1
1020,7
1021,1
1022,1
1023,1
1024,7
1025,1
1026,1
1027,1
1028,1
1029,7
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,7
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1047,7
1048,1
1048,7
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,7
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1067,7
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1075,7
1076,1
1077,7
1078,1
1079,7
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1094,7
1095,1
1095,7
1096,1
1097,1
1098,7
1099,7
1100,1
1101,1
1102,1
1103,1
1104,7
1105,7
1106,1
1106,7
1107,7
1108,7
1109,7
1110,1
1110,7
1111,1
1112,1
1113,1
1114,7
1115,1
1116,1
1116,7
1117,7
1118,1
1119,1
1119,7
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,7
1131,7
1132,1
1132,7
1133,1
1134,1
1134,7
1135,7
1136,1
1137,1
1138,1
1138,7
1139,1
1139,7
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1145,7
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,7
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1179,7
1180,1
1180,7
1181,7
1182,7
1183,1
1184,1
1184,7
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1190,7
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1209,7
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,7
1221,1
1222,1
1223,7
1224,7
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,7
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,7
1255,1
1255,7
1256,1
1257,1
1257,7
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,7
1273,1
1273,7
1274,1
1274,7
1275,1
1276,1
1277,1
1277,7
1278,1
1279,1
1280,7
1281,1
1282,1
1283,1
1284,1
1285,1
1285,7
1286,7
1287,7
1288,1
1289,1
1290,1
1291,1
1292,1
1292,7
1293,1
1294,1
1295,1
1296,7
1297,1
1298,1
1299,1
1300,1
1301,1
1302,1
1303,1
1303,7
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,7
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,7
1335,1
1336,1
1336,7
1337,1
1338,1
1338,7
1339,1
1340,7
1341,1
1342,1
1343,1
1344,1
1345,1
1346,7
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,7
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,7
1384,1
1385,1
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1402,7
1403,1
1404,1
1405,1
1406,1
1407,1
1408,7
1409,1
1410,1
1411,1
1412,1
1412,7
1413,1
1414,7
1415,7
1416,1
1417,1
1418,1
1419,1
1420,7
1421,1
1421,7
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,7
1431,7
1432,7
1433,7
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,7
1444,1
1445,7
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,7
1468,1
1469,1
1470,1
1471,7
1472,7
1473,1
1474,1
1475,7
1476,1
1477,1
1478,7
1479,1
1480,1
1481,1
1481,7
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,7
1492,1
1493,1
1494,1
1495,1
1496,1
1497,7
1498,1
1498,7
1499,7
1500,7
1501,1
1502,1
1503,1
1504,1
1505,7
1506,1
1506,7
1507,1
1507,7
1508,7
1509,7
1510,1
1510,7
1511,7
1512,7
1513,7
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,7
1521,7
1522,1
1523,7
1524,1
1524,7
1525,1
1526,1
1526,7
1527,1
1528,1
1529,7
1530,7
1531,1
1532,1
1533,7
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1539,7
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,7
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,7
1576,1
1577,1
1578,1
1578,7
1579,7
1580,1
1581,1
1582,1
1583,7
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1591,7
1592,1
1593,1
1594,1
1595,1
1596,1
1597,7
1598,7
1599,7
1600,7
1601,7
1602,1
1603,7
1604,1
1605,7
1606,1
1607,7
1608,7
1609,1
1610,1
1610,7
1611,7
1612,1
1613,7
1614,1
1615,1
1616,7
1617,1
1618,1
1618,7
1619,1
1619,7
1620,1
1621,1
1622,7
1623,7
1624,1
1624,7
1625,1
1626,1
1627,1
1628,7
1629,1
1630,1
1630,7
1631,7
1632,7
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,7
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,7
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,7
1668,1
1669,1
1670,1
1671,1
1672,1
1673,7
1674,1
1675,1
1676,1
1677,1
1678,1
1679,7
1680,7
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1686,7
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,7
1694,7
1695,7
1696,1
1696,7
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,7
1706,1
1707,7
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,1
1722,7
1723,7
1724,1
1725,1
1726,1
1727,7
1728,7
1729,1
1730,7
1731,1
1732,1
1732,7
1733,1
1734,1
1735,1
1736,1
1736,7
1737,1
1737,7
1738,7
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,7
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,7
1757,1
1758,1
1759,1
1760,1
1761,1
1761,7
1762,1
1763,1
1764,7
1765,7
1766,1
1766,7
1767,1
1768,7
1769,7
1770,7
1771,7
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,7
1779,7
1780,7
1781,1
1782,7
1783,7
1784,1
1785,1
1786,1
1787,1
1788,7
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,7
1800,7
1801,1
1802,7
1803,1
1803,7
1804,1
1804,7
1805,1
1805,7
1806,1
1807,1
1807,7
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1819,7
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1830,7
1831,1
1832,1
1833,1
1834,1
1834,7
1835,1
1836,7
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1843,7
1844,1
1845,1
1846,7
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1856,7
1857,1
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,7
1873,1
1874,7
1875,1
1876,1
1877,1
1878,1
1879,1
1880,7
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,7
1888,1
1889,1
1890,1
1890,7
1891,1
1892,1
1893,1
1894,1
1895,1
1896,7
1897,1
1898,1
1899,1
1899,7
1900,1
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,7
1909,7
1910,7
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,7
1919,1
1920,1
1920,7
1921,1
1921,7
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1929,7
1930,7
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,7
1938,7
1939,1
1940,7
1941,7
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,7
1949,1
1950,1
1951,1
1952,1
1953,1
1954,1
1955,7
1956,7
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,7
1969,1
1970,7
1971,1
1972,1
1973,1
1973,7
1974,1
1975,1
1976,1
1977,7
1978,1
1979,7
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,7
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2003,7
2004,7
2005,1
2005,7
2006,1
2007,1
2008,1
2009,7
2010,1
2011,1
2012,1
2013,7
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,7
2023,7
2024,7
2025,1
2026,1
2027,7
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,7
2039,1
2040,1
2041,1
2042,1
2043,1
2044,7
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,7
2053,7
2054,7
2055,7
2056,1
2057,7
2058,7
2059,1
2059,7
2060,1
2061,7
2062,1
2063,1
2064,1
2065,1
2066,1
2067,7
2068,7
2069,1
2069,7
2070,1
2071,1
2072,7
2073,1
2074,1
2075,1
2076,7
2077,7
2078,7
2079,7
2080,7
2081,7
2082,7
2083,1
2084,1
2084,7
2085,1
2086,7
2087,1
2088,7
2089,1
2090,1
2091,1
2092,7
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2102,7
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,7
2115,1
2116,1
2117,7
2118,7
2119,7
2120,7
2121,1
2121,7
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2127,7
2128,1
2129,1
2130,1
2130,7
2131,7
2132,1
2133,1
2134,7
2135,7
2136,7
2137,1
2138,1
2139,1
2140,1
2141,1
2141,7
2142,1
2142,7
2143,7
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,1
